norm_0,norm_1
-20.67229,19.386429
-23.978323,13.261466
30.605225,-3.5185657
-18.774921,20.268444
-19.320627,15.876756
-24.961618,14.678043
-23.166784,10.205304
-20.71089,16.86888
-24.53912,13.134008
-21.194065,14.606699
-23.066156,21.191547
-23.61144,11.280707
-11.496753,36.39538
-21.706244,16.653719
-32.632862,-18.313591
-20.94862,19.915804
-19.900307,16.212063
-26.314936,1.5461323
-23.695065,7.824807
-22.156364,23.6655
-21.1769,17.269117
-22.498016,22.273848
-22.085697,13.369687
-22.663269,15.432712
-22.574947,19.06642
19.644526,15.481556
-22.580046,11.405638
-23.800514,16.722322
-20.989243,18.708668
-24.105873,15.228039
-22.899616,22.936928
-22.053127,14.165446
-25.366014,13.272952
-21.729927,21.06309
-23.683567,9.865303
-21.80742,19.006756
-26.169952,20.51422
-40.4651,1.5863584
-41.59031,3.0795133
-22.6779,12.620437
-23.672623,10.575053
-22.742552,10.112288
-21.200937,23.79836
-22.491293,12.306121
-23.325817,6.7672205
-20.655489,16.913095
-19.400785,17.132055
-22.26725,15.943703
-23.130093,17.667381
-22.11991,22.604197
-23.857101,18.695513
-21.938076,18.59634
-21.786915,14.160761
-18.488775,16.560219
-41.749474,2.2669227
-26.230738,12.399872
-22.91523,14.123747
-23.077892,25.60764
-21.946354,20.742628
-21.69417,26.150717
-24.316982,15.796369
-24.066181,10.503669
-24.551159,14.418796
-22.405643,20.364128
-23.319017,20.413475
-23.958916,18.528303
-24.199934,13.085777
-21.25317,12.612422
-23.83878,13.417983
-23.40813,17.109823
-23.922045,12.965404
-21.821241,26.520193
-21.009104,20.297504
-26.40932,21.370417
-23.52489,15.802564
-20.965109,22.799356
-19.603062,17.989758
-20.116192,16.190529
-22.043966,11.633056
-22.771982,19.862822
-26.818308,13.978382
-22.36421,24.228731
-27.94847,21.965584
-22.245955,11.177234
-23.762255,20.079214
22.591711,19.630913
-27.369576,14.350256
-22.782091,5.056412
-21.205399,22.452032
-24.465858,19.006268
-20.878885,20.243643
-23.048916,19.48135
-25.888151,14.659276
-27.97403,22.163277
-19.313145,15.634168
-20.24161,15.412795
-23.345562,14.209104
-24.911694,16.881685
-23.014067,26.37125
-23.209452,24.333858
-20.839514,17.92315
-23.405172,15.875422
-20.085127,17.9696
-21.741451,18.92942
-20.818632,22.92365
