rna_0,rna_1
14.223025,8.983452
1.3445314,-5.1142244
0.9913893,-4.084047
1.3985134,-8.933248
1.0551169,15.269792
-19.882883,-5.630037
-4.2658057,-4.195791
1.6065619,13.394921
-19.908365,-5.541802
-1.6438636,-4.0108743
-0.45725015,-4.11825
17.575281,7.128138
-0.40351957,14.513737
4.494482,-9.40042
-0.17557105,11.184754
-4.086424,-5.2380757
1.1044183,-4.6360264
7.9702654,-8.894427
-1.3918474,15.049836
7.7776685,-9.200344
1.5854095,-8.979748
-0.31132856,-5.1801133
-0.7584128,10.721261
-0.46658123,-5.489419
0.9522403,-5.612279
8.454827,-13.541982
-4.31554,-4.742423
0.33534083,-3.9509625
4.5101566,13.949433
-0.049631547,16.1559
16.767118,7.431074
8.381963,-8.734443
1.2199165,-9.271311
0.43828517,14.196479
0.25485638,11.212022
-2.4258955,-5.865649
0.26914346,15.868192
0.9087792,15.454884
1.5266358,-8.822982
11.055815,20.297646
8.221717,12.006393
5.420429,13.284531
0.63139105,12.785738
1.4391873,-10.20619
19.56011,7.4536247
-0.4671396,12.707462
1.1908603,-9.817158
-2.1539247,-5.641596
8.948055,-12.453638
3.0170138,9.615325
1.8044264,-8.732701
1.6440635,-4.3648143
-1.28222,-6.6036544
6.664261,-10.198549
0.34712645,-3.5836446
-4.997203,-5.1274886
18.365652,-2.2876778
-1.2589257,15.755768
0.71456665,16.809141
-0.9079773,-4.5177956
11.473311,20.479929
-1.3319416,-6.914336
5.4697647,-11.1899
-4.896247,-4.9119654
-1.7489581,16.336847
-18.841255,-8.8339405
-0.7074923,13.589639
0.73727876,-4.403013
-1.9331064,-3.2063127
0.4155634,16.557663
0.8939779,-8.934945
-19.297176,-5.93757
-1.7810473,14.434462
7.9538937,-9.850473
-0.8677396,17.163662
-4.174272,-4.729757
-4.1103153,-5.584009
0.8271791,-8.93384
-1.4922606,12.2676
5.1032534,-10.513789
5.484462,-9.769504
1.4518285,-4.655857
0.5168789,11.006175
-3.8344133,-7.1570063
5.4038143,-9.340797
5.3119116,-10.670797
-3.9194748,-6.463882
4.748821,-10.733719
10.242739,-13.303354
-19.60865,-5.8003182
9.672636,-13.819555
-1.3799726,-6.1132364
-2.0970366,14.569028
2.1420345,9.620741
0.8676913,-4.784565
3.5831087,-8.876033
7.2878675,10.951145
1.4600835,15.863484
-0.55117685,-6.7516003
-19.658066,-5.7338753
9.303568,-13.153315
2.7870147,15.229692
2.9702363,-8.588418
1.8858881,-7.4417443
0.35455343,-9.144057
-1.058328,12.142681
2.2462702,-8.160986
-1.9013125,-6.6756196
-18.824196,-9.108596
-1.0402255,-5.1435504
20.91332,8.043677
-0.41067085,-5.8282366
1.2251438,-9.024499
-0.61361766,-4.474551
-0.8443388,13.397261
1.5166448,-6.3039455
-1.7518474,-7.025747
6.271112,-10.032889
18.60511,-2.7251313
-1.0756911,-7.068701
-19.025026,-6.120952
1.0760851,-4.0806394
8.193941,11.780758
-3.3876357,-3.281507
0.33835956,15.802992
-2.2831893,-8.434542
-0.17756628,-8.80421
-0.36514813,11.749021
1.0543381,-3.903977
1.6124947,-9.213116
-0.9101184,14.50555
-4.6765504,-6.5343266
0.031395376,-4.7539663
-1.2425739,-7.6090393
18.063387,7.2285852
-0.24694797,-6.7148294
-0.7315333,-4.589662
10.622675,-13.778944
1.4214559,-7.3259525
7.3733253,-10.673896
0.24153572,-5.12424
-18.953045,-7.7559223
18.32114,-2.2081647
0.1646388,-7.2418714
-2.8581738,-6.607133
-1.782167,16.338453
8.848479,8.345783
6.073322,-10.447409
-4.641021,-6.3315487
3.0165443,9.466084
-1.5944539,13.408031
1.6981308,-5.7798877
0.1873592,14.960707
-3.2131472,-3.1774888
-1.1063398,15.410775
0.9817636,-4.7097616
-19.68123,-6.1316633
-1.0067301,12.546087
8.146851,-13.681332
-19.686016,-8.384917
19.649757,7.4405823
14.464205,8.877263
-20.098898,-5.405868
1.3623661,16.136656
-2.0420992,16.778013
0.78362805,-3.7176375
8.4612255,9.315887
2.7372377,-8.013389
12.440687,8.81896
-0.9437216,14.182584
-18.540758,-7.2814646
-19.989862,-9.045002
1.0815272,-8.981696
7.8798485,-11.795109
-1.6687014,13.194461
0.686788,15.711188
17.729298,7.074939
10.452763,-14.07474
-4.429492,-5.946703
-0.8194018,-3.0541677
10.181264,-13.597352
1.1329631,12.377359
-1.7969673,12.339289
0.016437652,-5.7705
1.3319012,-4.3693733
9.821936,11.439619
1.727007,-3.8415744
-1.4186889,12.795398
-4.665262,-6.826006
-0.2998231,15.326583
-1.2501802,-6.803485
-0.6057733,11.591221
0.20508172,-3.4111843
-0.9544417,-6.9593315
1.602017,11.439331
7.2392845,-12.368394
0.7513391,-5.2249084
8.452788,-10.965954
-21.00951,-5.5894265
0.18931077,15.552324
-0.3189451,14.284124
-10.067011,-21.606564
0.3832184,-6.007112
0.2959576,-8.022716
-1.8783476,14.259689
9.728721,-13.261488
-4.1401496,-4.737311
2.5268328,14.80692
-0.9184949,-6.313102
-1.4704349,14.829117
0.7501879,-6.674626
6.3912373,-9.974162
11.675024,8.6917515
-19.92697,-5.574912
0.20663795,-4.540981
8.410695,11.829022
-2.2318845,-7.260312
9.633312,-14.236855
8.410225,-11.163307
-0.2842832,-5.0561385
-19.250319,-6.9873414
-20.54133,-4.694172
-4.301897,-6.000198
10.747225,10.177663
6.6539764,-9.677553
-1.675044,-3.0701053
0.38916987,-7.607526
0.96682876,-5.660418
11.3645315,20.444721
-4.623904,-6.6864624
2.101299,-9.460368
-20.29998,-5.343893
-0.9461961,13.71849
-0.22866137,-9.450523
18.794876,-3.0643585
-4.828818,-6.2807727
0.37243402,-9.497093
-3.4936023,-7.0979705
8.674205,9.760082
5.347956,-9.05971
0.9827302,17.088373
-0.27557325,-9.682432
-20.2979,-6.2282834
11.3367815,9.624246
-0.36942127,16.872023
-1.14719,-7.5344996
-1.4842441,14.059086
17.057354,7.270562
20.882574,7.9710298
17.404053,7.178052
-1.655881,17.000437
-2.9692616,-4.800362
-20.2518,-5.147259
-1.4051919,14.999659
-1.3783658,12.64859
-0.55721617,-6.6132812
10.1797695,8.358423
-20.136965,-8.475492
0.5256589,-5.3143716
11.820478,9.150031
0.4649158,-3.3122485
0.8026825,-9.67779
-0.49893078,-4.3085165
-0.2816005,-8.176078
-20.139736,-5.9630494
1.0105536,16.012613
7.6589885,-11.778957
-0.0024890236,-5.7809477
0.8763526,-9.284308
-19.873087,-5.557881
-0.50254303,13.000916
-0.2141418,12.516041
