rna_0,rna_1
3.3567677,9.980592
12.403234,6.1572
11.492913,6.0512385
11.040191,9.124892
-2.8303344,7.6234465
6.440878,-3.2224185
14.080634,6.8542566
-2.353007,8.76069
6.5999117,-3.2513514
12.372441,6.8638196
12.647211,6.5887837
3.2300475,12.684714
-3.5491934,8.461571
11.865838,8.344608
-2.7153754,9.895655
13.821431,7.4897957
11.489841,6.874839
9.056233,12.262686
-3.7973423,8.439461
9.298003,12.252504
10.7823305,9.3614435
11.991662,6.91182
-2.8577049,10.967223
12.155307,7.2824187
11.5026,6.785978
9.971961,14.748046
14.087553,7.3382955
12.161932,6.588989
-1.2341236,7.396898
-3.3497248,7.1281147
3.3004818,12.152532
8.807876,12.334509
11.507106,9.427823
-3.1526215,8.28614
-2.6487546,9.704319
13.023803,7.769783
-3.6331768,7.723071
-2.8126829,7.5672784
11.65387,9.198719
-4.093149,8.966858
0.32057425,7.721387
-1.2770545,7.404485
-2.5595808,8.910268
11.39494,9.8936
2.9014518,14.074882
-3.1360765,9.58725
10.864759,9.519927
12.7189045,7.649535
9.498303,14.135059
-0.9348377,9.690283
10.968111,9.621684
11.742568,6.139303
11.859569,7.5421023
9.9001465,12.318227
11.851316,5.9858193
14.455335,7.3466153
0.8551285,2.9377477
-4.249273,7.881644
-2.9309397,7.1146054
12.053553,7.066359
-2.8195958,12.274853
13.136063,8.13374
10.610894,12.182585
14.342313,7.6058946
-4.364812,7.759282
8.014434,-3.2141542
-3.482236,8.920298
11.819431,6.1487193
13.427,6.34123
-3.2399333,6.9863453
11.637818,9.091425
6.7912183,-3.2406952
-4.4206395,8.523747
9.301709,12.289364
-4.1818914,7.128174
14.041598,7.004782
13.991032,7.26115
11.372583,8.98865
-3.4566576,9.5605345
10.607384,12.226792
9.989786,11.853422
11.709058,6.2898455
-2.1430402,9.919181
13.271694,8.517715
10.358437,10.998393
10.610715,11.859958
13.889002,7.563265
10.833989,11.553299
8.936017,15.31273
6.605307,-3.1548219
9.449446,15.100438
11.975981,7.8970165
-4.4217906,8.436368
-1.0421124,10.028622
11.635944,6.4039845
10.530261,10.690747
0.33165234,6.8665276
-2.7280214,7.131174
12.047847,7.5339293
6.581295,-3.1758091
9.652943,14.686272
-1.5304075,7.3448434
13.541942,7.022753
11.052807,8.095671
11.694198,8.859173
-3.2558203,9.526666
10.989816,8.399859
12.751128,8.631978
8.330099,-3.2124438
12.3283,6.850872
2.7933722,15.194584
12.676934,7.5186744
11.14333,9.112747
11.559495,6.938597
-2.6039677,9.38926
11.007165,8.260033
12.342346,8.117405
9.844519,11.872645
0.6836767,2.6235545
12.462934,8.316454
6.8116446,-3.3824883
11.943201,6.8650966
0.11843547,7.5304885
13.744299,6.311302
-3.030327,7.392433
13.62688,8.688093
