norm_0,norm_1
-22.090082,18.682634
-24.537594,12.163309
27.29921,12.7517
-17.766144,19.815294
-19.176668,14.377296
-24.718472,13.036228
-23.183329,9.913759
-20.321224,17.321299
-23.567484,13.000192
-19.70243,15.61842
-22.484743,19.608494
-23.7672,10.888053
-3.8362355,30.577007
-20.632164,18.065472
-23.182196,10.839279
-19.319292,17.572208
-18.519854,16.270218
-25.541504,6.5512233
-31.015688,-17.107162
-22.195086,22.090452
-21.726461,17.840462
-22.212433,21.681171
-21.138468,13.636183
-21.4308,17.781435
-23.984568,18.254711
18.532892,17.056427
-22.427607,11.1983185
-22.176956,15.943142
-21.152674,19.14776
-23.224962,14.981509
-21.402405,22.339977
-20.976528,14.043891
-27.007648,13.467156
-21.034058,18.674547
-22.855095,10.8944435
-22.153484,14.992305
-24.7607,19.94438
-29.15985,10.094586
-28.126478,10.481338
-21.823563,11.025604
-24.412527,9.1757555
-21.90559,11.071129
-21.344807,21.536278
-22.226349,11.323829
-30.00127,-14.805781
-20.525269,16.055998
-18.7217,17.319853
-21.297934,18.983173
-22.532467,16.983341
-21.95305,23.081686
-23.636171,18.895023
-20.845846,18.63988
-21.119091,12.981633
-18.771961,14.545616
-30.26607,8.71069
-25.124216,10.087154
-21.260807,16.00358
-23.7679,25.567259
-22.045382,19.135422
-20.772718,26.754858
-23.766853,14.989706
-23.488783,10.83763
-23.910448,12.411957
-22.209518,19.332026
-22.398981,20.44855
-21.826971,18.18996
-24.22173,13.204986
-21.5804,10.906209
-22.787066,13.936983
-23.023422,17.849974
-24.337347,13.782175
-20.785803,26.088985
-22.361664,19.035873
-23.295311,18.028265
-22.710236,13.838951
-20.618208,20.662745
-17.552818,16.591232
-19.613338,14.525778
-23.70931,12.492061
-22.580984,18.918789
-27.51695,12.957443
-20.502329,25.10889
-26.498486,21.246895
-22.587992,10.226282
-21.584686,19.170656
23.667213,20.004606
-27.346186,13.151209
-22.628222,8.807347
-20.018751,22.502193
-22.27448,19.189444
-19.194227,20.655226
-22.77004,17.601862
-25.956238,12.959606
-27.676846,23.281366
-19.299593,16.644493
-20.36312,15.214492
-21.90785,12.881343
-26.439756,16.763376
-21.214678,24.683853
-23.023474,23.381666
-20.546076,16.624487
-20.537098,15.871254
-20.344631,16.967417
-21.854002,18.144205
-20.334324,21.800188
-22.211926,15.599184
-20.65401,24.709045
-19.655958,14.348049
-22.186478,19.095398
-24.495768,13.603665
-22.810402,19.849478
-19.922983,12.751342
-20.008184,21.025822
-19.539505,19.743992
-24.324957,12.396019
-20.61756,22.502857
-23.5094,24.44958
-26.711714,20.560562
-26.23184,19.90894
-18.073545,19.238188
-19.869701,16.74656
-23.148388,13.502392
-20.496792,24.124361
-19.538984,16.049902
-20.44283,16.89302
-21.061085,12.881277
-19.83189,16.018312
-17.970251,21.156385
-26.723907,13.380796
-23.011522,18.625729
-20.585184,15.78306
-20.4835,14.4050255
-19.41006,21.067894
-22.157276,18.953392
-22.376135,17.471937
-21.195265,16.880682
-21.313778,18.257566
-19.843538,22.029669
-19.573816,24.48788
-21.461153,13.259413
-18.072294,21.335512
-22.697985,22.548592
-25.516407,19.685501
-17.737837,21.10425
-21.138153,17.859474
-25.669302,19.266336
-23.743958,20.360397
-21.996935,25.270258
-25.287056,21.913237
-19.384214,15.648201
-19.703604,17.026817
-18.385136,19.099289
-27.063698,23.088602
-25.35136,19.871368
-19.60932,18.708256
-19.406351,15.490542
-20.234243,18.669659
-20.6486,15.546598
-18.782784,13.860246
-25.483053,20.339678
-20.284492,16.579521
-20.70587,16.039165
-21.797441,18.696789
-23.696213,19.637686
-25.977282,19.259174
-26.217062,18.321539
-24.404696,19.360128
-21.268335,17.378462
-23.304512,18.943144
-20.286688,15.501426
-21.15665,14.014886
-23.627018,18.215612
-25.550104,21.550104
-23.942911,18.98815
-18.364584,23.304327
-21.748682,21.648458
-20.334318,19.90051
-28.945578,10.427577
-25.867605,11.589745
-22.835342,17.071375
-19.79097,19.661303
-19.77189,15.482568
-20.79114,13.202417
-18.274914,19.905699
-21.752495,22.350855
-22.13408,14.855884
-22.952717,17.616901
-21.106468,20.850687
-25.604874,19.033302
-20.434433,20.734783
-23.851902,20.725924
-25.1809,12.346791
-26.669329,10.423215
-26.421507,19.222286
-24.286219,24.807365
-20.630255,20.785742
-23.90657,16.640003
-25.74292,13.87673
-21.465267,23.880909
-22.653202,10.001372
-22.2399,25.525103
-20.580778,24.143002
-25.004889,14.444274
-18.936516,21.614227
-24.20217,12.535497
-23.011395,10.981319
-26.598686,20.577799
-21.978369,26.991562
-20.13698,23.95678
-24.47507,18.610271
-23.863834,11.992548
-24.256931,51.94115
-19.944654,23.963205
-24.105728,12.931034
-21.948792,20.079025
-18.07428,19.02245
-26.513948,20.529097
-24.946102,14.019106
-22.508423,25.065928
-23.121363,11.55854
-22.660967,25.860065
-22.171131,15.506018
-19.122063,17.694628
-21.642355,20.777658
-18.704891,19.784224
-21.132309,15.350905
-22.39707,22.323967
-27.050186,13.380858
-22.093943,9.548907
-21.944374,19.864248
-26.270817,13.332224
-24.289349,14.239145
-21.681316,24.05475
-20.740818,21.476625
-25.372185,20.619541
-20.815216,23.556498
-19.909168,16.581104
-23.47351,23.570509
-22.754114,22.969378
-26.517076,24.047184
-22.16452,23.257465
-19.892042,19.845318
-22.62445,22.444084
-25.55889,14.501
-22.608147,13.183547
-21.90902,26.360378
-22.801552,20.867355
-22.525513,9.12616
-22.020206,15.575958
