count_0,count_1
-15.845077906705159,22.84451053347636
-11.855396677473435,21.884777733766093
5.828241208291389,-4.549400954280351
-15.897017158510849,23.83092197799987
-11.793898908998022,20.721988898241523
-13.284345718227781,21.02205075865583
-10.24173379514824,19.168427502715044
-15.868481494852608,23.963355491426437
-16.32564672786346,18.94773852877274
-14.307798432949118,21.142262310866926
-15.764627267842933,23.63922671697739
-17.964455606526364,17.033289599733855
-11.245151198719272,-10.552839810994515
-12.14241891875319,23.733485852952107
-12.287263749597047,0.4458472508480843
-13.065548673327887,22.467659716102954
-13.079998423478454,21.94103133749282
-16.653224982586078,16.24938635959833
-14.009798520123404,16.5231652727791
-13.928014955058055,26.770016256250248
-12.0827603797914,22.527695382311535
-13.816546757533835,25.98939713582089
-13.061415001469259,20.308813713487304
-13.023708329272386,25.645473583370226
-13.62929061717246,25.48527070376738
-11.77797093518625,23.305848519159873
-10.565577090466505,17.686896907322666
-12.4005001746404,20.88621994312805
-13.416930552236868,24.512784445864938
-12.041589811224966,23.37229674223621
-15.7864987187918,25.5410299622819
-13.704068974532099,20.274845508555888
-13.190382486940926,15.931608927643836
-13.175312164735471,25.204945097476976
-10.982148336631745,0.7514876510359217
-14.375775659455455,23.028627763585938
-17.070901110020493,20.955895722009952
2.3295509799660032,17.54863399339565
2.5947903941855763,19.75968332961331
-11.32111379497781,20.305056302627342
-16.238755726737296,17.03201893131136
-10.594677865101053,19.034368686645394
-13.354666032168364,26.287215085027547
-11.672357346377837,21.176187980461908
-9.284584295578723,5.855730130791162
-14.377785190536603,21.535805771372775
-13.323108802435625,21.953646048424574
-12.174657574144637,23.876545921991013
-13.136142907647693,21.48512908089853
-13.510684917893347,25.54549718884649
-14.150252599680611,21.987593029874457
-13.110001874236398,23.9357111805047
-11.777959225920775,21.458460381525217
-12.877064342726444,21.66474039226111
-0.3980993783671438,11.311570532529204
-12.795675366283229,15.749799251548882
-11.707790013898205,21.840851912421346
-17.299056675359356,28.434592020061892
-17.334894319616062,25.727155062870104
-16.336188916287405,28.597775752270888
-17.255020989880403,19.234370674659697
-12.839528338959061,17.42086919463376
-18.890543253539818,21.165819129678706
-15.136750846123165,24.635280941999415
-13.07383233417027,26.209096524358472
-17.133802778860368,20.124736967313304
-17.115256664999,19.455669025669977
-13.494213817163489,17.678821267653586
-11.655384142348234,23.16097951616987
-14.181965631408787,25.377359569896477
-14.141390366732598,17.56578811583221
-16.558063917297954,28.5738109295173
-17.702975108756526,23.22597275915417
-18.580546246668064,21.157507401203624
-16.295152775917142,19.46351798606695
-14.864369679264453,25.298701303767437
-14.731476694901572,22.122464384495792
-14.439857802068797,21.937129019221096
-13.095445602707697,17.85830164758836
-16.771621177905658,23.968581993531128
-7.672729272895638,23.262242904344983
-14.640904583885824,27.767253640034742
-18.64577708794764,21.09109982439823
-16.34013273699669,3.027026955259549
-12.79412528924532,23.92912860866852
-12.495416288425467,-10.761275078245463
-7.6029836506087145,23.163140600426434
-10.944602482764951,9.981598425557852
-15.521846894785746,26.21612108060948
-13.011590804164397,20.091965111150678
-16.150593757990862,24.291508427800363
-11.696106050481816,23.356516772581564
-17.02632847845412,20.094852668646183
-18.585042117944937,21.296498541086844
-13.670835660258655,21.41429122846651
-12.64406239854124,21.182650081746974
-15.79235233101181,2.879786552676908
-11.797887988660385,25.408680861652915
-13.900282542090546,27.597056033277987
-13.261228343613618,26.117371026347847
-13.493500405634112,24.51228130595788
-16.772224673790895,19.532590624287792
-12.830803597149357,24.720299510282626
