data_0,data_1
8.815827794706662,50.799483302573194
20.063437191738462,37.45449964572884
-15.829157277042434,-13.226867684208242
17.27709434535805,49.18109380420283
18.99317296668888,46.34444904954756
18.43791545050391,37.851436773591
20.414748437992483,39.5674190678121
11.72895999082789,48.09936056720978
13.535584867705742,35.23866921011202
18.481454146480356,47.953853480947444
7.239893962102864,43.89286692779895
13.632616058746335,33.93243898553187
1.0191464548669453,-1.453412661572142
9.541904696280492,49.91608497415283
11.046796692705591,-19.472022020957567
19.763648517591644,51.060431048431155
19.774803227646068,51.08531138641688
16.92859896168231,32.42352926765588
13.94550598210569,-18.441502505199637
8.39606271795154,52.741756335436925
14.358828162962055,46.66249186584866
8.83730690308646,50.7612326737445
16.278808348828587,41.07716603875679
8.938430590116722,53.42232086588932
9.526800748752068,50.29421243633906
1.007340562653109,-1.2710227856984477
15.473993226847304,39.082120505676585
18.888251934134164,61.99851625877627
11.179539613169782,50.40648139730085
14.859037869254667,39.300716602269354
17.98297197259349,62.07508236919921
19.296815782714457,47.45936393896656
20.21891143144589,28.515311462415344
7.545713628296777,53.08775508608982
11.003901112394711,-19.21644886823938
15.117170459478631,51.76789822914318
7.781321359253809,42.45283684834981
62.29323898153609,-2.7272577428152203
22.355424884661392,36.93473457021359
15.461883561394632,39.95298510450585
13.398153914994783,36.896277237843734
16.188184417251936,38.43607114248161
6.938183563046318,53.49595494288069
15.566053168498055,39.97575884783704
25.558135246547575,-25.28103798615084
11.790775838267168,41.23574434616436
16.81453829754429,48.80609703926959
5.971330710874412,51.78544019459254
14.412565056132623,43.54699140318761
10.1202764739576,50.215937171803965
10.78715753140085,40.712280933724635
6.807486917815115,53.147070669960186
15.195800622182004,39.86998286554906
17.32755549864529,48.05026611294305
28.605527529858783,1.4713283175231215
20.196846133378028,28.535868777573615
19.192991002142413,39.41710070873863
3.2848303198458493,41.13742397750904
10.31271772193584,55.91214401536871
6.073978344213519,57.79406774239464
18.594978603465314,37.07813811066265
5.766133544599504,-7.369735597238797
12.529134979962034,47.65477036545276
