data_0,data_1
-4.0946755,8.394811
-4.2716546,8.365658
-4.249996,7.726349
-4.275729,8.336246
-4.0159,8.742342
-4.2173414,8.153615
-3.9789996,8.585766
-4.286217,7.905516
-4.411503,8.242799
-5.0628796,8.505335
-4.3679867,8.542553
-8.348614,2.3587482
-4.6671314,8.085017
-3.6553695,7.6954007
-4.007769,8.751571
-4.19267,8.154915
-3.9310093,8.767872
-5.089499,8.294223
-5.2484107,8.081201
-4.420941,8.192022
-4.3838673,7.470586
-5.235046,8.017555
-4.1309175,7.8827853
-4.3094797,8.007459
-4.929569,7.409255
-4.277876,7.769377
-4.604785,7.6819024
-8.332127,1.7271636
-4.275387,8.460541
-4.2036705,7.636435
-4.202353,8.372624
-4.3921,8.145042
-4.1387143,8.47774
-4.776486,7.7078643
-3.9946678,8.819033
-4.9822526,7.631313
-3.929455,8.911037
-3.9191935,7.5337524
-4.660992,8.353386
-5.157568,8.134858
-4.0285807,8.87979
-5.1236362,8.145035
-3.9106414,8.849312
-5.101328,8.308278
-3.9861834,8.773786
-3.921119,8.811317
-4.3379993,8.502169
-5.098214,8.052623
-4.7127743,7.8446255
-4.808572,8.127786
-4.796441,7.629113
-4.069866,8.589859
-4.3600507,7.594692
-4.861495,7.199967
-4.255833,8.390696
-4.1501775,8.104782
-5.0099444,7.198324
-4.2194505,7.743333
-4.314257,8.725767
-4.35525,7.7798076
-3.9338143,9.131342
-4.215426,8.744418
-4.8747687,7.1008487
-4.5495257,7.7413907
-4.0695243,7.999153
-4.1683483,8.816551
-4.6183143,7.604184
-6.373885,-3.5074377
-8.330668,-0.20040226
-4.5523047,7.1097083
-7.1831617,1.6086278
-4.85542,8.07963
-5.2475505,8.305286
-7.023987,0.47675252
-5.006721,7.779832
-4.2612796,8.075549
-4.522214,7.5258026
-4.733879,7.66381
-3.8716316,7.63741
-3.9132535,8.01664
-4.4264693,8.139754
-4.446667,8.040877
-4.4930305,7.426444
-4.1005263,8.229712
-4.446245,8.452334
3.867119,2.000296
-4.7024436,7.2745047
-4.8486853,7.799413
3.6724343,1.1589257
-4.873956,7.264651
-5.012493,7.6692076
-4.6983314,7.4111576
-4.677331,7.9408827
-4.4748917,7.80359
-4.6586456,7.505167
-4.639309,7.385264
-4.666462,7.7196527
-4.3158965,8.3353405
-4.339416,7.2770905
-4.486783,7.3768945
-4.4377007,7.6016865
-4.6993313,7.2885456
-4.1989913,7.5169415
-4.123454,7.8740215
-4.876376,7.791104
-4.135352,7.55453
-3.7185407,8.170952
-3.8590772,8.183702
-4.817408,7.905174
-4.0790033,7.674739
-4.85275,7.8792887
-4.6352825,7.88825
-4.268948,8.097981
-4.1664906,8.759111
-4.27676,7.5856004
-4.316671,8.239896
-4.5749254,7.3033557
-3.6806734,7.891157
-4.5833845,7.5713024
-4.228461,8.3725
-4.10736,8.384461
-4.1773844,7.5281396
-4.9394064,7.818709
-4.4621696,7.181031
-4.682628,7.4121366
-4.263697,7.4400463
-4.14931,7.369978
-4.8924646,7.788152
-4.1706553,7.6267176
-4.5544624,7.22244
-4.5393333,7.3725123
-6.9787526,-0.82229453
-4.4901047,7.524977
-4.9351463,7.892562
-4.0920773,7.5272946
-4.6014223,8.096339
-4.3432107,8.505646
-4.363493,7.457461
-4.372095,7.379513
-4.561963,7.501595
-4.5017066,7.6873765
-4.7167454,7.624871
-4.176219,7.7441335
-5.042454,7.9318767
-3.7432058,8.458546
-4.3789034,8.322469
-4.224368,7.5843167
-4.0471864,7.800352
-4.3376374,7.5189104
-4.4143,7.4174385
-4.009134,8.052903
-4.0926056,8.413341
-4.0945563,8.33104
-3.957226,8.045685
4.0098543,0.8801713
-4.443385,8.406208
-4.2911043,8.473708
-4.429412,7.4827895
-4.546097,7.6195335
-5.320971,8.39639
-4.5624986,7.910046
-4.4806,7.772485
-4.184509,8.506099
-4.247335,8.3015995
-4.3533573,7.320297
3.917898,1.0766597
-4.9809012,8.031643
-4.321262,7.314625
-4.671594,7.3856463
-4.6396666,7.8076506
-4.234306,8.055371
-4.200927,8.066809
-4.7072854,7.805656
-4.44935,7.816563
-4.4244347,7.9183307
-4.6708336,7.2988296
-4.443947,8.433523
-4.560149,7.725594
-5.2482915,8.319493
-4.4177585,7.48087
-4.5278735,7.2679133
-4.1131487,7.9284835
-4.4823084,8.219811
-4.441663,7.7349644
-4.5342984,7.6630383
-7.714697,0.07122496
-4.1754546,8.372325
-5.1715617,7.9698014
-4.81279,7.623349
-3.974798,7.7009478
-4.2306404,7.418705
-4.922441,7.967441
-5.0411677,7.946938
-4.7325788,7.7264724
-4.3770976,8.543298
-5.1064563,8.223665
-4.3694305,8.23625
-4.2260942,7.8083835
-5.977294,-5.918362
-5.0013266,7.830201
-3.8827555,8.002979
-4.594359,7.403016
-6.8149147,2.719257
-5.1327806,8.2222395
-3.9457147,7.7837834
-4.746957,7.9840736
-4.755751,7.8166966
-4.4022985,7.852593
-4.5147834,7.476857
-4.826717,7.827746
-4.428783,8.673847
-4.3750052,7.5449314
-4.783168,7.6075172
-4.1735907,7.6855946
-4.3795195,7.3268347
-3.8807857,8.917112
-4.270612,8.654945
-3.769891,8.45649
-4.1381145,8.837267
-4.816108,8.87916
-4.022659,8.134552
-3.820423,8.526083
-3.93923,8.46268
-3.831888,7.7292047
-3.940304,8.847492
-4.162132,8.914798
-3.9730332,8.792522
-3.977994,8.801347
-4.472547,7.149936
-4.538095,8.331721
-3.8769834,7.6503906
-4.3188524,8.524345
-3.9789329,8.660737
-4.2658334,8.643794
-4.250202,8.180013
-4.8649673,8.903626
-4.9356427,7.255434
-3.9855905,8.8875885
-4.4822254,7.823457
-4.429218,7.4163876
-5.1178017,7.9940495
-4.1086693,8.4628315
-3.8488224,7.714375
-4.4255514,7.709113
-4.8700476,8.204573
-4.1623874,8.223702
-4.8507066,8.721742
-4.2708955,8.415528
-4.749652,7.2891088
-4.368408,8.092533
-5.002854,7.4568496
-4.240132,7.8990364
-4.4954066,8.131212
-4.397576,8.125849
-4.166242,7.952998
-5.0973997,8.103227
-3.9886181,8.70599
-4.027963,8.561439
-4.04185,8.07836
-5.2758064,8.398413
-4.3111916,7.7257757
-3.746171,7.779383
-4.1127825,7.918283
-4.011083,8.650353
-4.1145797,8.368742
-3.8654706,8.367806
-4.1226106,8.086972
-4.1796346,8.625412
-4.346995,8.038532
-4.742041,8.509381
-4.651575,8.114534
-3.9564574,8.65355
-4.2064137,8.368611
-5.2172303,8.247922
-5.089892,7.4683204
-4.0574894,8.877095
-4.1941996,8.638352
-4.4090977,8.117293
-4.0510807,8.848204
-4.8045077,8.002627
-4.517817,7.532537
-8.054947,1.1877255
-4.1018243,8.678069
-3.0529518,7.798976
-4.7672777,7.575175
-4.194194,8.329465
-4.544948,7.196889
-3.9459112,8.845828
-3.9529603,7.80166
-4.177965,8.732618
-4.002724,8.842595
-4.0953574,8.73133
-4.1201196,7.8624296
-4.1821856,8.4001255
-4.458383,7.5394044
-4.109426,8.879185
-4.011651,7.7851734
-3.8274105,8.119457
-4.3448935,8.151509
-4.8079076,7.0992475
-4.0772734,8.121488
-4.203504,8.720733
-4.143618,7.874386
-7.947759,1.1246425
-4.334555,8.724258
-3.968843,8.793317
-4.891314,8.840754
-3.9228532,8.871801
-4.878744,7.8707547
-4.3268394,8.167465
-4.050951,7.789691
-4.335973,7.761406
-4.2602506,8.376632
-4.2775517,8.064452
-5.418948,-4.5984435
-3.9800456,8.1903715
-3.9697893,9.056578
-4.40245,8.560659
-3.985626,9.035529
-4.0898285,8.412546
-4.462284,8.0959635
-4.216442,8.300748
-4.131334,7.7513294
-3.0572114,7.8126245
-4.0236516,7.7782574
-4.1048465,7.4704714
-4.195654,8.2325735
-4.119512,7.8581896
-4.865782,8.907644
-4.4885654,7.6808047
-4.4663105,7.8581386
-3.992506,8.805486
-4.2291455,8.72317
-4.4041567,7.694838
-5.331922,8.40856
-4.115979,8.67842
-4.37089,8.167897
-4.0560784,8.852468
-3.8336048,7.6797233
-4.202717,7.589752
-4.743548,8.838038
-4.7602487,7.5892963
-5.0177836,7.547288
-4.115719,8.717503
-3.9338408,8.738361
-3.8921845,9.008565
-4.279488,8.714457
-3.8382711,8.569939
-5.0292172,7.7475605
-4.888741,8.911458
-3.9507487,9.100548
-3.7196293,8.432802
-3.9737873,9.1473
-3.997457,8.927007
-4.1958184,8.116527
-3.950269,8.975362
-4.716638,8.890877
-3.0946572,7.76959
-3.9469266,8.63316
-3.7054973,2.128098
-4.069937,8.487599
-3.7337208,7.887435
-3.978299,8.642981
-3.9445808,7.7863364
-3.8981586,9.036909
-3.706257,2.1708186
-3.9179819,8.975904
-4.885769,7.4427195
-3.985527,8.668338
-3.6485589,7.7372956
-3.9266348,9.085022
-8.895071,2.4355586
-3.9788146,9.096211
-4.910414,8.793294
-3.8793292,8.668742
-4.9058566,7.485462
-3.9770656,8.56465
-1.8801852,-3.2871954
-4.7392793,8.920917
-3.871605,9.005058
-3.8905175,9.021982
-4.862301,7.259045
-4.9439697,7.411325
-3.8800514,9.050691
-3.9089913,8.257427
-3.8769276,8.830223
-3.9991581,8.91161
-4.038748,8.34655
-3.9633687,8.851507
-4.833603,7.3207164
-4.041994,8.172521
-4.0556684,8.657754
-4.1294894,8.343441
-4.08216,8.606335
-4.05785,7.7743635
-3.8758552,7.738372
-3.9294522,8.355455
-4.0734024,8.676482
-3.8851678,8.899896
-3.9799855,8.079778
-3.9939184,8.761109
-5.135534,8.267421
-5.3515224,8.4383135
-4.707642,7.1171713
-4.169384,8.566761
-4.8744106,7.1510277
-3.882411,8.861228
-3.859191,8.86803
-3.6573808,7.7357264
-5.146571,8.375584
-3.932614,8.928352
-4.239495,8.333858
-4.704268,8.879197
-4.8529963,7.444878
-3.9734883,9.055082
-4.16486,8.275748
-4.206041,8.332494
-3.9724963,8.716079
-5.1332245,8.451981
-4.066454,8.672262
-6.903623,-4.5749173
-4.333983,8.664894
-4.110825,8.239702
-3.1645436,-8.781432
-3.7068148,2.1198635
-3.9295366,8.403862
-4.361196,7.7589035
-3.948969,8.39568
-4.1352615,8.589548
-3.9674244,8.113831
-3.8951678,8.179592
-4.204012,8.518314
-3.833542,7.9380646
-3.8698144,8.806799
-4.48929,7.4855795
-5.248378,7.843713
-3.915658,9.031525
-3.9991786,8.74697
-4.847662,8.912635
-4.116491,8.51536
-5.114495,8.130716
-2.32016,3.4575028
-6.5190353,1.6915805
-3.9830277,8.836142
-5.288376,8.367619
-4.2565804,8.101369
-3.8928847,8.52002
-4.1691184,7.5312552
-3.8920817,8.000296
-4.5687847,8.339759
-5.0054803,8.263926
-3.9326782,8.983316
-4.0903296,8.648344
-4.015986,8.489591
-4.2158937,8.4651165
-5.8680673,-2.4020133
-5.180591,8.302332
-3.9941602,8.415638
-4.089579,8.251866
-4.0277348,9.012453
5.703415,4.9583817
-4.1251793,8.977405
-4.092274,8.818814
-4.1980953,8.39502
-4.2901554,8.251651
-4.38156,8.201612
-3.9868484,8.555846
-4.4999046,7.785556
-4.114087,8.461732
-3.9181473,8.87862
-3.9955626,7.8690376
-3.9847713,8.921456
-4.571899,7.889015
-4.1629014,7.8622866
-4.0978985,8.467534
-4.2588024,8.541846
-4.7691703,7.9285784
-4.438276,8.035881
3.6090198,1.7661357
-4.161541,7.6078815
-4.3885403,8.148391
-4.446786,8.293935
-4.4074154,8.399417
3.40779,1.4233111
-4.464988,7.376521
-4.2697554,8.215974
-4.3038497,8.505644
-4.202338,7.4635754
3.4847593,1.4957507
-4.054082,8.328794
-3.9625964,7.58739
-3.9958475,7.9194427
-4.8993163,7.8196387
-3.8798044,7.5976434
-4.0490127,8.983133
-6.9482803,-3.2839859
-4.5892076,7.527632
3.6114206,1.3571154
-4.5349765,7.774562
-4.512163,7.145986
-4.4449124,7.1676335
-4.840671,8.104049
-4.454788,7.4882903
-4.8844843,7.9806104
-4.3916736,7.4433885
-4.1190815,8.926199
-4.0745425,8.40844
3.7487488,1.4017348
-4.4457226,7.5416956
-4.0245233,7.5150824
-4.531886,7.3514104
-4.3645525,8.559708
-4.756718,7.52412
-4.255886,8.631943
-4.3468895,8.63023
-4.278467,8.703449
-4.652164,7.797597
-4.084902,7.4027205
-4.479432,7.332636
-4.7249694,7.273352
-4.5364122,7.3002195
-4.03484,8.529566
-4.003239,9.091885
-4.5940933,8.001988
-3.1888232,8.860108
4.529796,1.0175713
-3.895832,8.859742
-4.1501975,8.891679
-3.8664083,8.82116
-3.947539,8.852713
-4.1484685,8.294637
-4.1780524,8.793183
-3.1670704,8.85392
-3.9600577,7.848952
-4.039113,8.359061
-4.138069,8.999287
-4.317777,8.203313
-3.1018164,8.885653
-7.082198,0.8335489
-4.8550744,7.155792
-4.752597,7.1970186
-4.1219525,8.519451
-3.9793732,9.091819
-4.3699946,7.6400056
-4.078303,8.992326
-4.1247396,8.934466
-4.0475,9.059996
-3.2534468,8.870917
3.6772988,1.6246308
-4.011444,8.948178
-4.0544095,8.426506
-4.2131433,8.732006
-3.8317153,7.8866377
-4.097637,7.9765496
-4.186203,8.360605
-3.8961596,8.926497
-4.2390976,8.885916
-4.3634133,8.777262
-4.498831,8.062661
-4.3799944,8.5822525
-4.070813,9.004795
-4.290233,8.199741
-3.1778183,8.872058
-3.0777657,8.879773
-4.1949058,7.6095896
-3.9117138,7.8906403
-4.312958,8.477565
-4.084821,8.28887
-4.2065234,8.775929
-4.6400084,7.867929
-3.989136,8.901357
-4.300971,7.522263
-3.936533,9.098557
-4.080393,8.994715
-4.4889913,7.6395216
-3.8779287,8.990203
-4.939099,8.040446
-8.404812,1.49876
-4.21101,8.493737
-8.418887,0.5059094
-4.6041317,7.425079
-4.5078926,8.080038
-4.066001,8.954683
-4.321108,7.4308887
-4.7983394,8.018813
-4.244013,8.477723
-5.2214184,8.323678
-4.188206,7.761452
-4.0154986,8.9114485
-4.573108,8.030791
-4.0240893,8.85586
-3.157789,8.865685
-3.9018679,8.953387
-5.0773945,7.5275197
-4.3124156,7.815384
-4.4511757,7.6629977
-4.1963186,7.9376345
-4.8479505,7.5838604
-4.2115235,8.05266
-4.077694,7.7157645
-4.808739,8.058252
-4.011279,8.852745
-4.1771817,8.817064
-3.9668002,9.109709
-4.5483193,7.780623
-4.070119,8.951212
-4.028612,8.865443
-4.293259,8.715904
-4.067438,7.875646
-4.195114,8.008114
-4.641011,7.5925255
-4.400591,7.998603
-4.2183924,8.669071
-4.2520137,8.51019
-4.412593,8.414534
-4.8479915,7.1915154
-4.227471,8.139035
-3.084034,8.883616
-4.24416,8.142054
-4.2998543,8.488356
-4.3786407,8.512699
-4.484094,7.608694
-4.64103,7.7367167
-4.7212734,7.481561
-4.018867,8.910525
-4.182232,8.811472
-4.8020267,7.5450897
-3.9003627,7.9187455
-4.8384366,7.439059
-4.245079,8.754512
-4.4743233,7.496183
-4.145261,8.153024
-4.589229,7.936286
-4.231152,8.6377535
-4.5965304,8.134749
-4.943174,7.28267
-4.9831653,7.1761465
-3.698866,8.112377
-3.8552055,8.364679
-4.2254877,8.69818
-3.814616,8.616668
-4.956674,7.3921905
-4.4171824,7.4086637
-4.171546,8.175006
-3.131177,8.868707
-4.6545453,8.218589
-4.144576,7.8727064
-4.890688,7.2673626
-4.1541176,8.36086
-4.208722,8.883496
-4.1254,7.9174814
-4.9586425,7.1609488
-7.8225536,1.7374443
-4.404169,7.6882334
-4.294644,7.486955
-4.725017,8.116267
-3.9142363,7.870915
-4.118922,8.548156
-4.064014,8.829027
-4.158951,8.891005
-3.8274355,7.968825
-4.4835367,7.2907944
-4.2224984,7.4759135
-4.8611116,7.7495346
-3.9107456,7.710203
-4.622628,7.5614986
-3.9979904,9.056159
-4.6857204,7.093591
-4.6926517,8.040676
-4.709671,7.5987506
-5.0242,7.263731
-4.2058377,7.5384912
-4.8571463,7.611418
-3.9928858,7.5334616
-4.245615,8.358423
-4.670224,7.3325586
-4.662702,7.359539
-4.507947,7.5478177
-4.583613,7.8850174
-4.4749575,7.679918
4.6165466,5.9001684
-4.5502305,7.6516204
-4.396886,7.829169
-3.8012936,7.6468086
-4.1453223,7.603265
-4.3778806,7.654315
-4.68243,7.826547
-3.9786239,7.48397
-4.380257,8.57364
-4.2296705,7.423691
-4.2783914,7.345465
-4.3909225,7.9469953
-4.711105,7.502116
-4.2990804,7.472487
-4.7108207,7.5190573
-7.5699105,0.28875816
-4.6942916,7.5680356
-4.2797384,8.577726
-4.8478007,7.7601714
-4.2504916,7.98407
-7.089608,-2.905448
-5.0417175,7.930923
-4.043891,7.6046405
-4.2616224,7.500263
-4.431936,7.7217946
-5.0329437,8.320141
-4.1998796,8.759896
-4.845221,7.936885
-3.9474366,8.055433
-5.108053,8.089991
-4.9045324,7.239972
-4.9994416,8.263088
-4.08448,8.480152
-5.0043206,7.469896
-4.4022565,8.511892
-3.988298,8.634499
-5.0007415,7.213107
-4.2411203,8.705473
-4.2962265,7.813733
-4.278635,7.411768
-5.0384755,7.338021
-9.0717535,0.9513413
-4.2241516,8.778014
-3.8044238,7.583568
