count_0,count_1
-6.957294,13.62995
-7.3574433,12.549504
8.135513,5.4558325
-5.997226,14.183705
-6.4560256,13.526069
-7.652591,12.957378
-7.3307543,12.296432
-6.5268974,13.565585
-7.7677073,12.788289
-6.8879704,13.3523035
-7.1825423,14.783954
-7.6865916,12.330136
7.3401594,5.2510767
-6.621618,13.438621
-7.766525,12.3936205
-6.1811347,14.052912
-6.199245,13.48368
-7.5615296,12.01655
-7.4999595,12.164651
-6.5752664,13.872753
-6.5737305,13.408472
-6.350151,14.080143
-7.150449,12.594108
-6.6665273,13.1305485
-6.7017355,13.792025
7.169195,5.6347003
-7.275718,12.191677
-7.0209417,13.441336
-6.4979005,14.02778
-7.7015557,12.855747
-6.5191946,15.138793
-7.4787297,13.019293
-7.7514286,12.459913
-6.4508986,13.638477
-7.3949275,12.3719425
-7.292285,13.294305
-8.194998,14.583072
-7.690505,12.254862
-7.6419578,12.310189
-7.235135,12.421074
-7.621211,12.452531
-7.093359,12.355835
-6.2158065,14.433122
-7.1941614,12.4901285
-7.3543296,12.216937
-6.6299534,13.413886
-6.315834,13.798433
-6.654531,13.349623
-6.947026,13.571149
-6.695538,14.666156
-7.4839234,14.189101
-6.855774,13.437591
-7.251155,12.594853
-6.3879704,13.393549
-7.7390018,12.087925
-7.7698917,12.34012
-7.270842,12.557047
-6.446872,15.384681
-6.6711235,13.994083
-6.083678,15.256924
-7.520469,12.881131
-7.314916,12.477696
-7.5885787,13.346786
-6.85767,13.863367
-6.748433,13.584442
-7.4108353,14.001459
-7.8089886,12.784186
-7.239405,12.663954
-7.024586,12.606176
-6.9319673,13.080954
-7.662417,12.627008
-6.137213,15.381261
-7.1581116,13.929888
-7.776886,14.597048
-7.025349,13.097497
-6.3859897,14.442898
-6.08,13.77844
-6.5214,13.151108
-7.4660773,12.669125
-6.958359,14.443807
-7.8131948,12.220696
-6.081218,14.5415535
-8.273403,14.724146
-7.211904,12.468736
-6.903218,13.704877
7.123728,6.6795034
-7.9074883,12.303904
-7.5424094,12.089055
-5.987411,14.794215
-7.3091545,14.000509
-6.1498666,14.296728
-6.897605,13.422046
-7.919687,12.604472
-8.277127,14.934306
-6.614412,14.082734
-6.7450895,13.116108
-7.216555,12.90227
-7.3132524,12.630752
-6.169783,14.749423
-7.1474986,14.814889
-6.501121,13.581892
-7.4791746,13.601401
-6.373632,13.801024
-7.09253,13.885634
-6.01951,13.887944
-7.204618,13.2405205
-6.0630817,14.601141
-6.5818906,13.133451
-6.712307,13.749632
-7.6409717,12.85274
-7.167269,14.7890415
-6.778649,12.851047
-6.448502,14.795387
-6.451281,14.518472
-7.660994,12.639577
-6.2905426,13.969702
-6.9766555,15.252244
-8.25756,14.608473
-7.9612703,14.454872
-5.959057,13.879326
-6.3634915,13.79083
-7.366543,12.521896
-6.0565596,14.683206
-6.531087,13.784183
-6.692875,13.005663
-6.987873,13.03528
-6.8642735,13.433883
-6.135292,14.454457
-7.680751,12.613042
-6.847191,13.817219
-6.7101784,13.167961
-6.692805,13.358712
-6.02855,14.379128
-6.4972696,13.581715
-6.9325213,13.279126
-6.603933,13.487133
-6.4743257,13.909692
-6.065083,14.716962
-6.083608,15.074819
-6.7529674,13.010037
-5.875346,14.684436
-7.0161896,15.138438
-8.196917,14.690686
-6.7327213,14.538227
-7.1599193,13.964118
-8.217926,14.528374
-7.5066133,14.451117
-6.6010804,15.0959635
-7.7986536,14.82757
-6.7855387,13.532203
-6.141341,14.178623
-6.411861,14.023201
-8.310859,14.929229
-7.9159846,14.626791
-6.3994317,14.763321
-6.5830584,13.437997
-6.5525784,13.257627
-6.9214687,13.491258
-6.4062037,12.939236
-8.085921,14.558109
-6.5795684,13.249449
-6.8589478,13.395053
-6.550328,14.030085
-7.7602024,14.405329
-8.07251,14.382302
-8.061354,14.010347
-6.667812,14.293141
-7.290865,13.922542
-7.3802295,14.30467
-7.026189,13.862646
-6.455241,12.940451
-7.3095593,14.029183
-7.406897,14.885552
-7.1910458,14.222917
-5.98097,14.835129
-6.5195837,14.537741
-6.33844,14.21553
-7.6412244,12.296735
-7.564363,12.48352
-7.575897,13.489527
-6.4097056,14.447591
-6.81278,12.918409
-7.059708,12.920079
-6.3705063,14.126655
-7.2257056,14.910575
-7.0440407,13.127895
-7.482029,13.768957
-6.257182,14.236973
-7.70414,13.939641
-6.1345067,14.471876
-7.208218,14.345786
-7.6271715,12.564324
-7.6273775,12.337465
-8.02254,14.163756
-6.8182626,15.032522
-6.6845407,15.145142
-7.715267,13.50645
-8.091549,13.200727
-6.50078,15.358086
-7.380028,12.435587
-6.3998895,15.120145
-6.0243673,14.769928
-7.920673,13.059762
-6.4334793,15.020903
-7.5673494,12.704367
-7.484032,12.230165
-7.9844475,14.60046
-6.249313,15.40112
-6.218978,14.871475
-7.309862,12.681337
-7.530308,12.309111
-17.218668,15.328054
-6.2208557,15.0294075
-7.909314,12.945542
-6.413639,14.191935
-5.937076,14.51883
-8.128129,14.15921
-7.567794,12.931946
-6.483069,15.097175
-7.486633,12.370963
-6.4223785,15.144956
-6.936466,13.038794
-6.295856,13.912142
-6.5290236,14.8030405
-6.1130786,14.658784
-6.678484,13.192963
-6.843175,15.080223
-7.5456114,12.38962
-7.23722,12.423308
-7.219154,12.815808
-7.386136,12.528343
-7.5537024,12.910385
-6.164978,14.754675
-6.507323,14.562797
-7.7704554,14.436344
-6.2561483,14.454936
-6.7864,13.535924
-7.0381074,15.224427
-6.2754593,14.683368
-7.9038854,15.119721
-6.322517,14.793248
-6.3116555,13.984972
-6.449567,14.656198
-7.90405,13.081888
-6.921218,13.16847
-6.0800643,15.14741
-6.8638325,14.818448
-7.1944175,12.247233
-6.807679,13.167303
-6.0015564,14.764893
-6.1737394,15.444366
-6.9835753,13.594705
-6.7250032,15.175011
-6.707991,14.602288
-6.1510997,14.266629
-6.5526567,15.266336
-6.0191174,15.091124
-6.0615215,13.455033
-8.321295,14.947828
-6.607076,15.336196
-7.4858055,12.462591
-6.8796477,14.201678
-6.3340425,14.821111
-7.820517,13.343239
-7.5409646,12.427865
-6.6566477,15.226069
-6.2452507,14.9848385
-7.459743,14.17978
-6.3408766,14.887242
-6.554359,14.286664
-7.6184835,12.425543
-7.843124,12.427804
-6.468808,13.748292
-7.383469,14.146043
-7.6238046,12.6472645
-5.9143405,14.941719
-6.478802,14.633175
-6.758152,13.957838
-6.10652,14.530544
