count_0,count_1
-6.7792535,13.265429
-7.2248297,12.446598
8.755298,3.8035448
-5.9442396,14.217906
-6.0257316,12.270182
-7.1195807,12.640381
-7.211036,12.066865
-6.107213,13.414358
-6.688855,12.160633
-5.6741133,13.0828705
-5.8013263,15.104596
-6.9612117,11.73851
7.756539,5.4333463
-6.0795426,13.311397
-6.854905,11.498713
-5.7487593,13.605664
-6.073068,12.80704
-7.185259,11.855456
-6.795017,11.63184
-6.857216,14.167246
-5.8645477,13.093853
-6.073539,14.217279
-6.2674656,11.9813795
-6.626934,12.286624
-7.2385836,13.683977
7.5461683,5.321808
-6.9609904,11.974319
-5.7984715,12.905794
-5.97386,14.154752
-6.613792,12.345748
-6.003945,15.522038
-5.7706876,12.434803
-7.5581923,12.21793
-5.9010277,13.498767
-6.5958624,11.8035555
-7.5411425,13.027736
-5.889112,14.706555
-8.086304,12.344998
-7.778855,12.237431
-6.422214,12.068507
-6.8970094,11.746088
-6.7787614,11.7319145
-6.664101,14.611686
-6.437142,11.911459
-6.774921,11.680829
-5.6507673,13.335807
-5.7472525,13.723299
-5.9055333,12.76245
-5.5896626,13.440151
-5.8730235,15.025506
-6.22203,14.429493
-5.9374557,13.5196705
-6.583894,12.01442
-6.067174,13.1627035
-7.875921,12.29131
-7.7755485,12.029653
-6.8598785,12.504143
-6.1657734,16.138063
-6.6132603,13.87286
-6.1554065,15.977968
-7.000233,12.748841
-6.839769,11.885333
-6.9634423,13.016935
-6.5483527,14.518754
-6.4715257,13.32536
-5.901222,14.101284
-6.8497186,12.391529
-6.8021793,12.692895
-7.169417,12.232278
-7.1223917,12.630503
-6.8698416,12.188639
-6.2211633,16.121782
-5.906058,13.86058
-5.837948,15.143586
-6.47124,12.921463
-5.819922,14.814355
-5.8464556,13.887001
-5.681318,12.668039
-6.6982365,12.477329
-5.719453,14.246037
-7.922097,12.648042
-5.9943514,15.128596
-5.7855496,14.859866
-6.5670877,11.851224
-5.879958,13.677393
7.8589845,6.076545
-8.09976,12.582303
-7.053535,11.834205
-6.0332994,15.48436
-5.624598,14.06088
-5.836186,14.544276
-5.7777596,13.1425705
-7.3448954,12.706271
-5.7516346,15.283803
-5.5521755,14.185575
-6.0697403,12.589588
-6.039511,12.139553
-7.939158,12.748191
-5.8418183,15.072605
-5.99771,14.643459
-5.5644627,13.129983
-5.902364,13.600811
-5.7234187,13.496173
-5.5673137,13.664588
-6.041076,14.225024
-5.654293,12.867172
-5.8544025,14.741301
-5.449445,12.612351
-5.7552714,12.996489
-6.5587378,12.058537
-5.770159,15.055745
-6.2910132,12.2442465
-5.788584,15.321512
-5.871647,15.177635
-6.912397,12.020638
-6.3595243,13.739726
-5.9084506,15.491551
-5.587959,14.415644
-5.580124,14.690067
-5.9378114,13.837594
-5.6509037,13.636735
-7.1028123,12.245926
-6.0617023,14.994929
-5.7331147,13.772052
-5.7959595,12.476629
-5.8134575,12.629647
-5.8103046,13.261189
-5.681654,13.921917
-7.549115,12.842139
-5.5783224,13.475324
-6.107924,12.947264
-5.6868844,12.835377
-5.8131886,14.588359
-5.728947,13.569486
-6.667537,13.749521
-5.435247,12.925349
-6.0285025,13.870099
-5.8462715,14.938613
-6.0819545,15.701878
-6.890489,12.807167
-6.1072006,15.337264
-5.955473,15.495931
-5.7878976,15.053063
-5.879319,14.315212
-6.42818,14.272374
-5.702181,14.321654
-6.106207,14.998466
-6.116069,15.961823
-5.6278195,14.962523
-5.5761895,12.76988
-5.870307,14.030306
-5.604228,13.22941
-5.744845,15.285363
-5.686267,14.875227
-5.813571,14.8335905
-5.8177104,12.962252
-5.604443,12.924871
-5.711832,12.974851
-5.692259,12.613655
-5.5110164,14.222069
-5.5105233,12.875177
-5.603973,12.752099
-5.646815,14.31893
-5.7076645,14.725686
-5.482778,12.943064
-5.4841337,13.233261
-6.259067,14.464622
-5.6144333,13.774497
-5.494293,14.426371
-5.6422343,13.011806
-5.8640347,12.337079
-5.513996,13.969449
-5.6595902,14.932357
-5.7416663,14.521716
-5.9081163,14.888263
-5.968575,15.039756
-5.833064,14.566366
-8.045092,12.394949
-7.395041,12.737002
-5.8289423,12.545736
-5.890883,14.85903
-5.803169,12.679506
-6.48365,12.250696
-6.4033694,14.439484
-6.0101857,15.52701
-5.6898437,12.610718
-5.4785686,12.961985
-5.7899694,13.7703905
-5.6753106,13.633666
-6.4185967,15.044528
-5.777223,14.60751
-7.1106796,12.071456
-7.6831884,12.434555
-6.679358,14.047553
-6.57046,15.42049
-6.1560793,15.09985
-6.8752785,13.287979
-7.2696214,12.665158
-6.3925424,15.794146
-7.1468296,11.998812
-6.390565,15.752275
-6.5391517,15.240219
-7.169653,12.9029255
-6.440214,15.874783
-6.975572,12.309396
-7.1093063,11.971876
-6.5270214,14.894149
-6.353872,16.13706
-6.466885,15.654728
-7.806203,13.019193
-7.126725,11.949044
-14.907368,15.97683
-6.463905,15.809135
-6.992729,12.581233
-6.471347,14.195401
-6.6889806,14.634114
-6.708918,14.451365
-7.1075373,12.754614
-6.554497,15.826825
-7.094747,12.032534
-6.431087,15.918202
-7.1567297,12.673989
-6.62539,14.276169
-6.394184,14.53574
-6.6449294,15.109036
-6.470249,13.261941
-6.718419,14.963071
-7.9529743,12.640252
-7.0311775,12.387074
-7.7746377,13.118549
-7.865153,12.724996
-7.2022634,12.972106
-6.120895,15.243767
-6.554715,13.774418
-6.386715,14.34412
-7.380804,14.0999565
-5.5728645,12.813822
-6.3747964,16.03028
-6.8092747,15.202936
-6.3329744,15.967653
-6.341537,15.409746
-6.402278,14.287351
-6.0044036,15.002771
-7.158189,12.652164
-6.968603,12.741553
-6.418423,15.95085
-6.351707,15.46034
-6.7334795,11.870856
-6.8120995,13.3680525
-7.125541,14.831662
-6.4579315,16.081608
-7.0675035,13.90071
-6.3423715,15.099785
-5.779899,14.085529
-6.771895,14.221402
-6.4126844,15.491015
-6.4641347,15.736613
-6.6170845,13.96849
-6.161438,15.676485
-6.707814,15.201736
-8.076163,12.581177
-6.2959604,14.619191
-6.2961783,15.270626
-7.0629764,13.231635
-7.844181,12.500145
-6.2797966,15.200665
-6.1378236,15.637558
