norm_0,norm_1
0.7433916,9.608447
0.75766885,8.799911
10.636512,-0.5454771
0.54653233,9.998135
0.7285546,9.440979
1.0184221,9.041399
0.8313909,8.711147
0.6894854,9.571679
1.2937423,9.06376
1.062659,9.498701
1.2256001,10.352013
1.3390511,8.742917
11.0493965,-2.0761077
0.7219744,9.56219
1.4206975,8.818374
0.7239634,9.91376
0.557694,9.689371
-1.6531297,-1.4940404
1.2861913,8.752538
0.6794569,10.059612
0.7493146,9.505848
0.7611671,9.939427
1.0949136,9.043552
0.81944656,9.375289
0.65382403,9.878847
11.124124,-2.0570667
0.9582769,8.7783985
1.0236086,9.543832
0.84981704,9.928296
1.37049,9.205529
0.9783604,10.65456
1.2986708,9.2767105
1.3194796,8.787256
0.7729112,9.662078
1.2483648,8.864107
0.71833086,9.661119
1.7537909,10.135946
0.5943911,8.552074
0.61660415,8.59485
1.0492376,9.055754
1.3270357,8.833006
0.99968106,8.864189
0.5146059,10.304226
1.0827167,8.955309
-2.4511828,-3.928091
0.8991458,9.594655
0.66910875,9.783707
0.7918683,9.541394
1.185119,9.756667
0.85588515,10.447458
1.3188254,9.951046
0.784962,9.5751095
1.1166811,9.048601
0.5348401,9.571771
-3.0650175,-0.087751344
1.368368,8.735777
1.1080997,8.901374
0.8614618,10.673514
0.9069597,9.780539
0.46557167,10.734347
1.127373,9.105493
1.1099916,8.549871
1.2171783,8.990248
0.9033481,10.012978
0.7235319,9.48128
1.3699517,9.891333
1.3341498,9.052728
1.082655,9.005656
1.0233223,9.118933
0.89443994,9.059384
1.3105376,8.976524
0.47219643,10.667923
1.1569934,9.88771
1.4904647,10.17108
0.9164337,9.623002
0.77852654,10.060382
0.44800553,9.724638
0.6417096,9.476221
1.1722263,9.004255
1.154866,10.2439375
0.66830826,8.755028
0.44633353,10.362696
1.852705,10.110804
1.0975252,8.854897
0.88858384,9.792603
11.173984,-2.1858451
0.6064186,8.647242
1.0297713,8.63939
0.45161185,10.399613
1.3333411,9.891275
0.4455968,10.226874
0.883389,9.651959
1.0445607,9.076794
1.9200028,10.306438
0.87441695,9.94982
0.8998915,9.362946
1.1468655,9.057144
0.48142374,8.8220005
0.7154348,10.335862
1.0814598,10.497465
0.753009,9.670648
1.3070934,9.643979
0.6447449,9.98754
1.141079,9.861927
0.5485009,9.902738
1.2055397,9.479341
0.46902397,10.387754
0.86448866,9.4329605
1.003608,9.921548
1.255328,9.267951
1.2132183,10.3728895
0.90887886,9.317827
0.7045512,10.347447
0.7007186,10.242595
1.2264144,9.027243
0.5042143,10.002586
1.0705827,10.639554
1.890743,10.183045
1.6667418,10.006362
0.47204867,9.805909
0.6303425,9.899135
1.0399442,8.894694
0.4209308,10.445706
0.90277535,9.6565
0.76723886,9.342175
0.9961954,9.409681
0.9203733,9.5470495
0.6093433,10.30735
0.7306513,8.881638
1.0008864,9.871794
0.90699863,9.265496
0.85575664,9.458042
0.3789021,10.240759
0.82872474,9.673444
0.6458174,9.606535
0.9215932,9.647488
0.72726184,9.69758
0.44415584,10.4216175
0.4525774,10.524549
0.7258421,9.391827
0.35310102,10.29269
1.0611205,10.551745
1.7895092,10.130302
0.87622076,10.139139
1.0573584,9.6432705
1.8018234,10.043275
1.3605819,9.887059
0.73866034,10.538239
1.5953608,10.389451
0.9640118,9.72998
0.5169659,9.96068
0.67039424,10.14873
1.8800232,10.310303
1.6362642,10.081001
0.784325,10.525266
0.79375184,9.510539
0.7512899,9.499831
1.060815,9.675477
0.5855747,9.386784
1.7763817,10.146322
0.82384485,9.448745
1.0361786,9.628804
0.94791,9.807798
1.4949242,9.976626
1.7533481,10.062522
1.6063112,9.740413
0.8797784,10.145945
1.1776779,9.688385
1.207785,9.986687
1.0490574,9.860071
0.6429185,9.331948
1.2315651,9.889302
1.6104112,10.324174
1.2545598,9.926857
0.427671,10.549775
0.70794743,10.285389
0.7102696,10.08867
0.53824663,8.531841
0.8713902,8.799661
1.2825079,9.486361
0.79074454,10.139542
1.0201504,9.342535
1.050692,9.13001
0.73431057,10.094495
1.0895612,10.419326
1.063105,9.298407
1.2713938,9.755498
0.6750862,10.173227
1.5297524,9.764171
0.5033031,10.324882
1.1504812,10.113403
1.0507774,8.910526
0.77727973,8.673944
1.6315619,9.978442
0.97899497,10.3579445
1.0571142,10.5724
1.4223738,9.341612
1.5407332,9.246129
0.90659636,10.759992
0.9751183,8.803408
0.67245513,10.586806
0.3634291,10.459934
1.4356252,9.339975
0.5879026,10.5189905
1.3172523,9.038441
1.0815428,8.742224
1.7146375,10.145392
0.55945027,10.76671
0.5681649,10.464481
0.51232696,8.860532
1.2392246,8.827381
6.449848,11.242614
0.50810146,10.487946
1.4840361,9.019386
0.6704163,10.10422
0.28374887,10.163793
1.8004508,9.962183
1.3859056,9.075632
0.7193911,10.6569
1.2348601,8.803806
0.7051529,10.658831
0.60507107,9.294111
0.41125593,9.939221
0.87420315,10.54131
0.37242398,10.297387
0.60288006,9.438232
1.1045884,10.526224
0.530417,8.739882
0.9772898,8.805585
0.50019467,9.053342
0.50643593,8.904779
1.3073757,9.162117
0.6557099,10.433434
0.8392524,10.35473
1.6478183,10.023107
0.3963105,10.477087
0.958798,9.718606
1.1641105,10.645653
0.5916794,10.249949
1.5767667,10.526371
0.71041036,10.278058
0.4601266,9.9215355
0.7413735,10.262718
1.3661788,9.11752
0.96232426,8.996891
0.42638338,10.587905
1.0540019,10.3732815
1.0035065,8.920306
0.5091694,9.447148
0.49884093,10.482324
0.53407246,10.762952
0.69303846,10.00943
1.0612584,10.617955
1.0710326,10.390454
0.39724958,9.887953
0.96137244,10.715765
0.49205014,10.604707
0.38297248,9.793057
1.8757809,10.285391
0.96347517,10.609933
0.49167457,8.726632
1.152282,9.981648
0.6057887,10.459879
1.5290432,9.146434
0.5039879,8.9395
0.9314488,10.749768
0.6504931,10.640824
1.215107,9.799933
0.5712855,10.423327
0.860084,10.16146
1.205699,8.832556
0.7273488,8.7368555
0.47757825,9.744816
1.2433194,9.983337
1.2556418,8.835872
0.28709698,10.529092
0.7909706,10.354809
1.0238919,10.055246
0.39092764,10.388933
1.4297087,8.960568
1.1872226,9.489907
1.6073208,10.063141
0.87401307,10.679535
0.35595223,9.895145
1.2073082,9.295794
0.30249563,10.361083
0.76621145,10.290099
0.5936069,10.385681
0.53440547,9.786186
0.6881006,8.824548
0.58020645,8.666972
1.0924072,10.258655
0.60329,9.952148
0.37440228,10.34485
0.43947142,10.0190525
1.0269045,10.318871
0.8672197,8.761449
0.5187287,9.478923
1.4047868,9.575372
0.9617888,10.294407
1.6836491,9.569745
0.67220795,9.950101
0.6222887,8.674348
0.470452,9.876527
1.0126222,10.256662
1.030187,9.656719
0.9560114,9.974505
0.5828549,9.841612
1.0012423,10.708225
0.90394354,10.516819
0.34594697,10.345572
1.7973183,10.316277
0.844402,10.62929
1.3130256,10.381057
0.37234235,10.452281
0.5974399,8.709133
1.5875651,10.515494
0.48996052,10.433594
0.9751052,9.555173
1.8463075,9.997306
0.3674118,10.002922
0.81450385,9.999729
1.3394841,10.007878
0.97193605,10.704553
0.5642215,8.732931
1.2467316,8.766747
1.5618962,10.135026
1.3007344,9.592738
1.7113881,10.0004015
1.4701718,8.970671
1.8809572,10.122285
0.8689735,10.599855
0.46684393,9.891154
0.619787,10.433921
0.31647623,10.313947
0.984035,10.802874
0.5782402,8.672942
0.38756314,9.718851
0.9812207,10.681217
0.8740632,10.021696
0.97123945,10.782326
0.53329015,10.529905
1.2361146,10.27649
0.38497856,9.860155
1.5380932,9.377797
0.40530667,9.825337
1.2601753,10.155817
1.5223663,9.628111
0.70870703,10.441934
1.0258068,9.616495
1.1004409,8.81862
1.2820923,10.598824
0.8679879,10.509854
0.4112627,10.305151
0.5561135,9.876453
1.187892,9.467281
1.2160454,8.719465
0.5910397,8.744724
0.5986079,8.610656
1.2495384,10.28643
0.5381913,10.643201
0.50062436,9.720613
0.49766037,9.785109
0.50700766,10.083725
0.41600424,9.831232
0.6743338,9.309025
0.938069,10.6156645
0.6260812,10.540436
0.98895603,10.7898245
