"dim1","dim2","dim3","dim4","dim5","dim6","dim7","dim8","dim9","dim10","dim11","dim12","dim13","dim14","dim15","dim16","dim17","dim18","dim19","dim20","dim21","dim22","dim23","dim24","dim25","dim26","dim27","dim28","dim29","dim30","dim31","dim32","dim33","dim34","dim35","dim36","dim37","dim38","dim39","dim40","dim41","dim42","dim43","dim44","dim45","dim46","dim47","dim48","dim49","dim50"
0.124100296280792,-0.00612178848599266,0.00971898486799527,-0.0664003786799855,0.00779038683242065,-0.00139238430233265,-3.63442047711817e-05,-0.000670701014567804,0.000291543315460125,-8.15445499916915e-05,-7.48388377562259e-05,-8.17220192582059e-05,-1.45100742982854e-05,6.88013718631337e-05,-4.35981806020716e-05,2.4683694576954e-05,2.91013690056866e-05,-1.65866314158179e-05,1.14971986818189e-05,2.22181515095005e-05,-2.00096396877239e-05,-8.00525884297229e-06,-1.36127069609804e-05,-2.01159722293549e-06,1.17776671105648e-06,1.69530724584386e-06,-6.5406530165976e-07,3.3256281916469e-07,4.25674120683817e-08,-5.88335173659931e-08,9.13316001897082e-08,1.64482824231443e-07,-1.55215618493577e-08,4.09233189764058e-08,-4.19538054677825e-08,8.09528954775111e-09,-7.13713910208536e-10,4.25265516967697e-08,-9.75007219372073e-09,6.97013524095185e-09,1.11504766932123e-08,2.36375410205508e-09,5.79419857813431e-10,1.48460084462058e-09,4.71823220505635e-09,-4.69122581359722e-10,2.23322131571158e-10,-8.25194819062066e-10,9.14149541485101e-10,-2.36247672520281e-10
-0.0454082245687941,0.00433163507858064,-0.00595259230475131,0.00374104242032829,-0.00382282596052114,7.60407155888635e-05,0.00041702841053205,0.000313121398631657,0.000257648213085851,0.000229290583005741,1.81610592779988e-05,1.99280245114334e-05,-6.72863961054064e-06,-6.79869207487555e-05,2.66527654335755e-05,-2.20192048288145e-05,-3.60580832661725e-06,1.18205634918859e-06,-3.86212265952917e-06,-2.24963437086786e-06,5.65520631321023e-06,3.21768545341616e-06,2.27559998790738e-06,1.10375983678521e-06,-3.94884085730789e-07,2.58594713160491e-07,2.31238954870133e-08,-3.2766470655359e-07,-3.79980374657719e-08,-1.06388812560019e-08,8.99947149205429e-09,2.94279930032607e-08,2.36099956092562e-08,-2.64366009326786e-09,-1.29392814148466e-08,1.50642016217958e-08,9.40628045692029e-09,-6.92876011667425e-10,5.65390306333343e-09,4.37735263921969e-09,-1.41391127794643e-09,9.51716813517545e-10,2.7419371900625e-09,-1.24076932241996e-09,1.14272327790966e-09,-5.89619490898654e-10,4.4888874351549e-10,-4.10706051995727e-10,5.8612633741981e-10,8.3536102654319e-11
-0.143334140328953,0.117817524311043,-0.0323247115973267,-0.0100089871245939,-0.0148210477511668,0.00173034390300659,-0.000843362305130773,0.00182205239638132,-0.000514834625797299,0.000160536188257971,3.57941084493353e-05,0.000143615698416662,0.000127684466553937,-6.35836855388488e-05,2.25123944564872e-05,-7.58286547988929e-06,-4.63237888302156e-06,-1.8147323590493e-05,-1.49960784502758e-05,-4.51952906014908e-06,2.74238505556754e-06,1.1236891579533e-05,4.93443718439725e-06,-1.93946769220839e-06,-1.97769621709225e-06,-1.16652299723162e-06,8.02019291120593e-07,-3.72308141163587e-07,-1.89509896421849e-07,1.63832518610834e-08,-1.19261786677967e-07,1.30695613659227e-07,5.99517780031334e-08,-2.43970256654566e-08,2.5674020058714e-09,-3.12740751535887e-08,-2.91192635008445e-08,-2.5520536089608e-08,1.31004793992117e-08,-2.41165407343047e-09,8.15698294991746e-10,-2.48886264170618e-09,3.17339640197626e-09,8.70461598139965e-10,-9.69261031061545e-10,-6.56995276688147e-11,-1.10044009223893e-09,6.67128882913323e-10,2.93650412150577e-10,1.42813280298694e-10
-0.0886111791223161,-0.0728832972872734,-0.017486514154934,0.0105400472626338,-0.00307912965436737,0.00105905452950515,0.00135564123321459,0.000533924017501967,-0.000209630672901877,0.000172302944874702,0.000154179017379067,-2.58757514529146e-05,-3.65280491223592e-05,3.49992114476051e-06,-1.80694506101288e-05,-1.8286164953366e-05,-6.75189062611871e-06,-1.33652496113262e-05,-2.90475262005539e-06,-2.16349930016091e-06,3.27967029895308e-06,2.23201581362202e-06,1.06592807268832e-06,1.91490452166364e-06,-1.10547587181975e-07,8.19174509223454e-08,1.82692095872009e-08,-5.08087110471246e-07,2.09147728459547e-07,1.93684768017841e-07,6.09860602176928e-08,3.8897720820526e-08,-3.32831626947004e-08,-5.46537900726665e-09,-5.15889066810023e-09,1.73759132054469e-08,1.27627583439287e-08,8.16938869253719e-09,-3.16081462671499e-09,1.14378063814305e-08,-5.59269957408982e-09,2.54055868080012e-09,-2.36153654389972e-09,-2.86872731457653e-09,-6.98072430735084e-10,-1.49270353849455e-09,-7.90219452605523e-11,-1.36770488267545e-10,-5.36456509379193e-10,6.45273203006237e-11
-0.162865626109609,-0.117376648515728,-0.0250206415886454,-0.019452990618339,0.0025291269435588,0.000118083982533184,0.00155250361142102,0.000367310094949216,8.32382948693452e-06,0.000183337010160293,7.45890392736692e-05,-9.75688977192274e-05,-7.18221750724808e-06,-2.27214629594947e-05,-8.65631376433342e-06,-5.80804032971752e-06,8.62506788807629e-06,-8.34641919825205e-06,-9.20118713932241e-06,-1.39798834895339e-05,2.75715912668227e-06,6.31547641617468e-07,1.77466348832482e-06,4.84467237848983e-07,-1.23223361198266e-06,-1.375546346542e-06,8.08071976353939e-07,-2.86046234263777e-07,4.20346076418377e-07,-5.8429858841243e-08,-5.3385375932172e-08,-1.7875150584546e-08,-6.26455255909084e-08,-2.35189507497193e-08,-3.57982851797695e-08,-1.71562460238735e-08,1.59778652282834e-09,-1.71467327105501e-09,-1.14670151083521e-09,-7.22799217311645e-09,3.14361015203092e-09,-1.19376196849268e-09,-2.97178645137072e-09,1.94407989136941e-09,1.50501465458655e-09,8.67661407875045e-10,-9.28870877211274e-10,-9.70015538029191e-10,-2.88654946000259e-10,3.88600396602755e-11
0.026929088734529,0.029691926846328,0.00766561882165825,0.0268110039005238,-0.00212075012079642,0.000312017813533523,-0.000683905308489898,-0.00032851103066058,0.000257213384935726,0.000250148386857662,1.7615264724171e-05,5.3932778627304e-05,-2.35719639848864e-05,-5.61172203576421e-05,4.41465015351191e-05,-2.37691967699534e-05,-2.06487086746744e-05,1.07644840033448e-05,-3.45213589607174e-06,-3.33024984357916e-06,5.05443062282734e-06,2.18583606976801e-06,3.23663584052616e-06,4.17955506521181e-06,2.09822059595479e-07,8.89233365158977e-08,-1.97990620818081e-07,2.38034744176221e-08,-6.16892526558056e-08,-2.70399091032997e-08,2.22804517474595e-08,-2.54478069145182e-08,1.72566796088119e-08,-5.66656880376795e-08,3.5931249558913e-08,7.11706996778023e-09,3.82530682313839e-09,-6.1316861591192e-09,9.20756315941498e-09,2.9143309963269e-09,-3.58098937666772e-09,3.71569003696503e-10,2.0942158291026e-09,-2.05136639981291e-09,-9.7602189258192e-10,-1.90469465275437e-09,1.08994257433321e-09,3.86060114255191e-10,1.01334906209219e-09,-2.14750117372846e-10
0.0776597160716712,0.121619952126209,0.0161050038384116,0.0382304681872178,0.00596757175290399,-1.02930975724825e-05,-0.00338282020713899,-9.17829064958866e-05,-0.000826323474192282,-0.000349936118435333,-0.000271521991658394,3.35997211917379e-05,7.35231313260027e-05,9.49685361668726e-05,-1.79507795769733e-05,2.94484078463424e-05,4.78126054616417e-06,1.81292588661485e-05,1.06856761759987e-05,1.77876497713749e-06,9.12709950147671e-06,-2.39208085986904e-07,1.67383154624357e-06,-4.4151318942829e-06,-9.41227571285393e-07,-1.00837934621546e-06,3.76024047789356e-07,8.33230826912675e-07,-3.06318914345445e-07,-2.01644702448284e-07,-2.11844892208686e-07,-1.3828344522339e-07,3.69568665937631e-08,4.31534358873105e-08,-2.36733025693092e-08,-2.66965401149426e-08,-4.07101595012809e-08,-4.22636945540189e-08,1.26639723206846e-09,-2.57556747984571e-08,7.95069751254226e-10,-3.28027049960872e-09,-6.25843309899002e-10,5.733835557883e-09,-2.8482762325638e-09,3.50280192408344e-09,-1.45972431821812e-09,-3.02300682404458e-10,-5.4264134549285e-10,2.29200232277851e-11
0.260497435326651,-0.0892260112409071,0.0428414525748253,0.00486866495299258,0.0127754511614167,-0.00163738229692608,0.000584555445364451,-0.00228286941857777,0.00125439371565269,-0.000117333511038866,-4.4654098346655e-05,-2.38273792791744e-05,-5.89442432296615e-05,6.47337326914754e-05,-2.97130042958598e-05,1.93155993758629e-05,1.24730014128385e-05,1.61078663379222e-05,1.43451415621251e-05,1.07202674872955e-05,-1.24126471281106e-05,-5.84189386987935e-06,-6.75012618187638e-06,4.23584269980982e-06,2.64021648182281e-06,8.60326411414045e-07,-1.15799807900276e-06,6.4663661281462e-08,1.20412408111059e-07,5.02454088808595e-08,1.72075719295814e-07,-4.76698458927566e-08,-3.40676949598429e-08,4.24539328881683e-10,1.24001784372905e-08,4.71461650116181e-08,3.77168731599756e-08,3.04736723095253e-08,-3.87834030342115e-09,4.99616844840525e-09,-6.41941769272438e-10,6.26888263477191e-09,-4.54372759078469e-09,-2.19699956302565e-09,1.2277851742079e-09,-5.43019946346712e-10,1.35155380183495e-09,1.19491376565141e-09,4.31951305229194e-10,-3.96239871094401e-11
-0.0872484981853314,0.0729305529500752,-0.0101822538317522,0.0103418778540469,-0.00407277813058498,0.000516915631189128,-0.00147836268566214,0.0007980083158648,-0.000573842513636142,0.000123807134857048,-2.83872117481478e-05,2.83085429760763e-05,2.31632292580818e-05,-3.20239835712381e-05,1.2154011456972e-05,-1.71324546526096e-06,-3.52406790555316e-06,-6.29299922171364e-06,-3.83917461351186e-06,1.86374063903751e-07,5.53034060162987e-06,1.19905701270933e-06,2.71990241530248e-06,-2.33128403629438e-06,-8.11372688568718e-07,-2.53023563918721e-07,1.97079150196719e-07,3.45939156278781e-08,-9.9305896706781e-08,2.7762662634206e-08,-4.11358983366801e-08,7.29888536073093e-11,5.7057132048906e-08,5.61238134777957e-09,2.29878865902556e-09,-1.50704262558397e-08,-1.56900938446459e-08,-2.3845272974094e-08,3.00230502898486e-09,1.35880030362169e-09,-2.08588293178764e-09,-2.03315748288197e-09,2.36225481520337e-09,1.63113994860498e-10,-1.34949182269436e-09,3.69620825591031e-11,-4.62510878652972e-10,-4.7111325367087e-10,-1.1795735044105e-10,-5.63276278107665e-12
0.298818712507177,-0.0309812466768796,0.047041751632846,-0.0646734817974496,0.0205082205871756,-0.00397680375885806,-0.000335128705523923,-0.00244815012808968,0.00113592567473436,-0.000301110168678475,-0.000216104127866404,-0.000162590538330858,-0.00010339381943859,4.9169109435719e-05,-2.08357311068686e-05,4.28285850408212e-05,2.14992266532472e-05,2.17263968917197e-05,1.86189201516016e-05,2.18393872123884e-05,-2.4680674081668e-05,-1.81984369285794e-05,-1.3118794772446e-05,-1.58888892772197e-06,2.391234827802e-06,1.83386934343134e-06,-1.31296098975005e-06,6.33500614811093e-07,8.42337730492839e-08,-2.17926845189454e-07,1.76179026936844e-07,1.09861920826442e-07,-6.25004920006933e-10,1.9344776178335e-08,-2.48057219525384e-08,2.04806049274433e-08,3.21749305428228e-08,3.69840845997218e-08,-1.01346134463236e-08,-2.5372781385546e-10,7.43961168414664e-09,2.64451321983674e-09,-1.39143509919612e-10,7.0388954454246e-10,3.60697498990794e-09,1.82406919971464e-10,9.33798323988488e-10,-2.16566018009543e-10,7.45892518906966e-10,1.54037326736335e-11
